Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_start_date,campaign_end_date,total_duration_days,impressions,clicks,leads,conversions,revenue,acquisition_cost,avg_roi,avg_engagement_score,ctr,cpc,conversion_rate,cpa,roas
NY-CMP-1623,Email,"Tier 2 City Customers","Instagram, WhatsApp",Bengali,"Tier 2 City Customers",2025-01-31,2025-01-31,24,62190,3493,1037,478,141966,508.98,-0.42,8.05,0.0562,0.1457142857142857,0.1368,1.0648117154811716,278.92255098432156
NY-CMP-1624,"Paid Ads","Working Women",WhatsApp,Bengali,"College Students",2024-07-20,2024-07-20,8,26992,3409,1450,1063,835518,133.32,4.9,21.94,0.1263,0.03910824288647697,0.3118,0.12541862652869237,6267.011701170118
NY-CMP-1625,Email,"Working Women",Email,Tamil,"Premium Shoppers",2025-03-25,2025-03-25,30,52230,7402,3153,1848,992376,92.87,4.78,23.75,0.1417,0.01254660902458795,0.2497,0.05025432900432901,10685.646602778077
NY-CMP-1626,SEO,"Tier 2 City Customers",Google,Tamil,Youth,2025-05-20,2025-05-20,29,95258,5510,1424,919,477880,202.32,1.57,8.24,0.0578,0.03671869328493648,0.1668,0.22015233949945592,2362.000790826414
NY-CMP-1627,SEO,"College Students","Google, YouTube, Instagram",Bengali,Youth,2024-07-16,2024-07-16,14,69728,3647,1821,573,377607,438.13,0.5,8.66,0.0523,0.12013435700575816,0.1571,0.7646247818499128,861.8606349713556
NY-CMP-1628,Email,"Premium Shoppers","YouTube, WhatsApp, Email",English,Youth,2025-02-26,2025-02-26,6,75400,3232,1293,466,298706,493.82,0.3,6.62,0.0429,0.15279084158415843,0.1442,1.0596995708154506,604.8884208821028
NY-CMP-1629,Email,"Premium Shoppers","Email, YouTube",Hindi,"College Students",2024-07-25,2024-07-25,20,22650,3381,1566,1193,496288,140.37,1.96,27.11,0.1493,0.04151730257320319,0.3529,0.11766135792120705,3535.5702785495473
NY-CMP-1630,"Paid Ads",Youth,"WhatsApp, YouTube",English,"College Students",2024-10-20,2024-10-20,21,68355,8407,2973,1837,657646,100.34,2.57,19.34,0.1230,0.011935292018555966,0.2185,0.054621665759390314,6554.175802272274
NY-CMP-1631,Influencer,"Tier 2 City Customers",WhatsApp,Hindi,"Working Women",2024-08-04,2024-08-04,28,93185,8635,1901,1156,618460,155.71,2.44,12.55,0.0927,0.018032426172553562,0.1339,0.13469723183391005,3971.870785434461
NY-CMP-1632,Email,"Premium Shoppers",Email,Bengali,"Premium Shoppers",2025-02-18,2025-02-18,10,24909,3533,913,726,204006,337.71,-0.17,20.76,0.1418,0.0955873195584489,0.2055,0.4651652892561983,604.0863462734299
NY-CMP-1633,Influencer,"Premium Shoppers","Email, Google, Facebook",Tamil,Youth,2024-08-20,2024-08-20,9,93072,9536,1941,1456,719264,127.59,2.87,13.9,0.1025,0.013379823825503356,0.1527,0.08763049450549451,5637.306998981111
NY-CMP-1634,"Social Media","Working Women","Instagram, WhatsApp",Hindi,"College Students",2025-04-08,2025-04-08,17,26755,1654,800,409,107976,587.06,-0.55,10.7,0.0618,0.3549334945586457,0.2473,1.4353545232273837,183.9266855176643
NY-CMP-1635,"Paid Ads","Premium Shoppers","Instagram, YouTube, WhatsApp",English,"Working Women",2024-12-13,2024-12-13,18,62809,3960,2113,1416,1076160,206.91,2.67,11.92,0.0630,0.05225,0.3576,0.1461228813559322,5201.1019283746555
NY-CMP-1636,"Paid Ads",Youth,Google,English,Youth,2024-10-22,2024-10-22,7,23966,3015,1345,775,432450,299.12,0.87,21.43,0.1258,0.09921061359867331,0.2570,0.38596129032258064,1445.740839796737
NY-CMP-1637,Influencer,"Working Women",Facebook,Hindi,"College Students",2024-08-21,2024-08-21,12,72688,8132,4806,3211,1637610,17.97,27.37,22.22,0.1119,0.0022097884899163795,0.3949,0.005596387418249766,91130.21702838063
NY-CMP-1638,Influencer,"Premium Shoppers","Email, Facebook",Hindi,Youth,2024-08-20,2024-08-20,18,69579,7074,2694,1614,784404,80.13,5.06,16.36,0.1017,0.011327396098388464,0.2282,0.049646840148698884,9789.142643204792
NY-CMP-1639,Influencer,"College Students","Email, Facebook, WhatsApp",English,"College Students",2024-10-28,2024-10-28,16,93673,6392,3535,1929,426309,91.74,1.41,12.66,0.0682,0.014352315394242803,0.3018,0.04755832037325038,4646.926095487247
NY-CMP-1640,"Social Media","Premium Shoppers","Email, WhatsApp, Facebook",English,"Premium Shoppers",2024-07-23,2024-07-23,28,99580,7664,3967,3015,1139670,47.72,6.92,14.71,0.0770,0.006226513569937369,0.3934,0.015827529021558873,23882.43922883487
NY-CMP-1641,Influencer,"Premium Shoppers",Instagram,Tamil,"College Students",2025-01-03,2025-01-03,25,84581,6796,3664,2023,671636,92.85,2.58,14.76,0.0803,0.013662448499117127,0.2977,0.04589718240237271,7233.559504577275
NY-CMP-1642,"Social Media","College Students","Google, Instagram",Tamil,"College Students",2024-08-20,2024-08-20,8,70390,2797,1409,1050,221550,282.28,-0.25,7.47,0.0397,0.10092241687522345,0.3754,0.2688380952380952,784.8590052430212
NY-CMP-1643,"Paid Ads","Premium Shoppers","Facebook, Instagram",English,"Tier 2 City Customers",2025-02-09,2025-02-09,9,29865,716,178,81,58563,794.33,-0.09,3.26,0.0240,1.1093994413407822,0.1131,9.806543209876544,73.72628504525827
NY-CMP-1644,SEO,"Working Women","WhatsApp, Email",English,"College Students",2024-12-13,2024-12-13,15,30664,2825,1368,731,250002,72.71,3.7,16.06,0.0921,0.02573805309734513,0.2588,0.09946648426812585,3438.3441067253475
NY-CMP-1645,Email,"Premium Shoppers",Instagram,Tamil,"Tier 2 City Customers",2025-04-08,2025-04-08,16,86464,5105,1301,651,322245,365.09,0.36,8.16,0.0590,0.07151616062683643,0.1275,0.5608141321044546,882.6453751129859
NY-CMP-1646,SEO,"Premium Shoppers","YouTube, Google, WhatsApp",English,Youth,2025-03-11,2025-03-11,22,33156,1367,814,307,243144,680.18,0.16,7.5,0.0412,0.49757132406730065,0.2246,2.21557003257329,357.4700814490282
NY-CMP-1647,SEO,"Tier 2 City Customers","Instagram, Google",Tamil,Youth,2024-11-20,2024-11-20,18,10213,612,217,144,93600,584.17,0.11,9.53,0.0599,0.9545261437908497,0.2353,4.05673611111111,160.22733108512935
NY-CMP-1648,"Paid Ads","Premium Shoppers",Google,Tamil,"Tier 2 City Customers",2024-11-25,2024-11-25,22,53691,5317,1117,869,589182,275.09,1.46,13.6,0.0990,0.051737822080120364,0.1634,0.3165592635212888,2141.77905412774
NY-CMP-1649,SEO,"Premium Shoppers",Instagram,Bengali,"Premium Shoppers",2025-01-02,2025-01-02,18,85903,5184,2315,1159,264252,248.8,-0.08,10.08,0.0603,0.04799382716049383,0.2236,0.21466781708369284,1062.1061093247588
NY-CMP-1650,Influencer,"Working Women","WhatsApp, Email, Google",Tamil,"College Students",2025-05-25,2025-05-25,11,37018,1810,521,294,88494,196.4,0.53,7.09,0.0489,0.10850828729281768,0.1624,0.6680272108843538,450.58044806517313
NY-CMP-1651,Influencer,"College Students",Email,Tamil,Youth,2025-04-13,2025-04-13,17,19856,2467,1227,815,585170,141.63,4.07,22.71,0.1242,0.0574098094852047,0.3304,0.17377914110429446,4131.681141001201
NY-CMP-1652,SEO,"College Students",Facebook,English,Youth,2024-09-09,2024-09-09,14,69234,8233,4643,1852,446332,82.83,1.91,21.27,0.1189,0.010060731203692457,0.2249,0.04472462203023758,5388.530725582518
NY-CMP-1653,Email,"College Students",Google,English,"Premium Shoppers",2025-04-28,2025-04-28,5,96560,8514,3764,2112,1385472,128.66,4.1,14.9,0.0882,0.015111580925534414,0.2481,0.0609185606060606,10768.475050520752
NY-CMP-1654,"Paid Ads","Working Women",Facebook,Hindi,"College Students",2024-12-09,2024-12-09,16,59618,2772,1208,607,271329,268.78,0.66,7.69,0.0465,0.09696248196248196,0.2190,0.4428006589785832,1009.4835925292061
NY-CMP-1655,"Social Media","Working Women","Facebook, Instagram",English,"Tier 2 City Customers",2025-03-13,2025-03-13,13,26781,1979,957,539,349811,228.8,1.84,12.98,0.0739,0.11561394643759475,0.2724,0.4244897959183674,1528.8942307692307
NY-CMP-1656,SEO,"College Students","Instagram, Google",English,"Tier 2 City Customers",2025-03-27,2025-03-27,13,40053,5960,3158,2110,1601490,89.38,7.49,28.03,0.1488,0.014996644295302012,0.3540,0.04236018957345972,17917.766838218842
NY-CMP-1657,Influencer,"Premium Shoppers","Email, WhatsApp",Tamil,Youth,2025-05-21,2025-05-21,12,26243,3624,894,548,429084,474.42,0.65,19.3,0.1381,0.13091059602649008,0.1512,0.8657299270072993,904.4391045908689
NY-CMP-1658,Email,"Premium Shoppers","Google, Instagram",Tamil,"Working Women",2025-04-25,2025-04-25,29,38906,4455,2164,977,341950,109.21,2.2,19.52,0.1145,0.024514029180695847,0.2193,0.11178096212896621,3131.1235234868604
NY-CMP-1659,"Paid Ads","Premium Shoppers","Google, Email, WhatsApp",Tamil,"Working Women",2025-03-13,2025-03-13,15,41701,1469,760,438,168192,360.46,0.07,6.4,0.0352,0.24537780803267528,0.2982,0.8229680365296803,466.60378405370915
NY-CMP-1660,Email,"Working Women","Email, Google",Tamil,"Tier 2 City Customers",2024-10-24,2024-10-24,16,69994,4481,2541,926,353732,299.62,0.27,11.36,0.0640,0.06686453916536488,0.2067,0.3235637149028078,1180.6020959882517
NY-CMP-1661,SEO,Youth,"WhatsApp, YouTube",Hindi,"College Students",2025-06-08,2025-06-08,12,70470,4309,869,672,238560,380.11,-0.07,8.3,0.0611,0.08821304246925041,0.1560,0.5656398809523809,627.6077977427586
NY-CMP-1662,Influencer,"Tier 2 City Customers",YouTube,Tamil,"Working Women",2024-08-30,2024-08-30,29,63497,2757,918,430,183180,408.18,0.04,6.46,0.0434,0.14805223068552775,0.1560,0.9492558139534883,448.7726003233867
NY-CMP-1663,Email,"College Students",Email,Bengali,"Working Women",2024-08-30,2024-08-30,21,64330,6471,3303,1045,545490,188.21,1.77,16.82,0.1006,0.029085149126873745,0.1615,0.18010526315789474,2898.3050847457625
NY-CMP-1664,"Paid Ads","Tier 2 City Customers","Instagram, Facebook, YouTube",Tamil,"College Students",2024-08-26,2024-08-26,27,37348,2813,1103,514,340268,197.01,2.36,11.86,0.0753,0.07003554923569143,0.1827,0.38328793774319064,1727.1610578143243
NY-CMP-1665,Influencer,"Working Women",WhatsApp,Hindi,"Premium Shoppers",2025-05-28,2025-05-28,16,18583,951,535,337,188046,832.73,-0.33,9.81,0.0512,0.8756361724500525,0.3544,2.4710089020771515,225.81869273353908
NY-CMP-1666,Email,"Premium Shoppers","Email, Facebook, WhatsApp",English,"College Students",2025-06-01,2025-06-01,20,86179,12842,3031,1326,778362,198.63,1.96,19.96,0.1490,0.015467216944401183,0.1033,0.14979638009049773,3918.65277148467
NY-CMP-1667,Influencer,"College Students","Email, Facebook, WhatsApp",Hindi,"Tier 2 City Customers",2025-02-17,2025-02-17,24,38068,2331,492,359,119547,784.31,-0.58,8.36,0.0612,0.3364693264693264,0.1540,2.1847075208913647,152.4231490099578
NY-CMP-1668,Influencer,Youth,Instagram,English,"College Students",2024-11-26,2024-11-26,24,76236,10039,5296,2427,512097,25.13,7.39,23.3,0.1317,0.002503237374240462,0.2418,0.010354346930366708,20377.91484281735
NY-CMP-1669,SEO,Youth,Facebook,English,"Premium Shoppers",2024-08-31,2024-08-31,27,74335,1597,321,187,131835,1510.64,-0.53,2.83,0.0215,0.9459236067626801,0.1171,8.078288770053476,87.27095800455436
NY-CMP-1670,"Paid Ads","Tier 2 City Customers","Google, WhatsApp, YouTube",Hindi,"College Students",2025-05-20,2025-05-20,16,68040,5368,2435,1220,893040,158.97,3.6,13.26,0.0789,0.029614381520119224,0.2273,0.1303032786885246,5617.6637101339875
NY-CMP-1671,"Paid Ads","College Students","Email, Instagram, WhatsApp",English,"Working Women",2024-10-09,2024-10-09,23,64032,8938,1977,1259,859897,134.54,4.08,19.01,0.1396,0.015052584470798835,0.1409,0.10686258935663225,6391.385461572767
NY-CMP-1672,"Paid Ads","Premium Shoppers","Email, WhatsApp",Hindi,"Premium Shoppers",2025-05-03,2025-05-03,20,58893,2884,1597,1229,818514,188.08,2.54,9.7,0.0490,0.06521497919556173,0.4261,0.15303498779495525,4351.945980433858
NY-CMP-1673,Email,"College Students","Email, Facebook, Google",Bengali,"Tier 2 City Customers",2025-01-17,2025-01-17,17,62139,5242,2221,1647,1189134,181.5,2.98,14.66,0.0844,0.0346241892407478,0.3142,0.11020036429872496,6551.702479338843
NY-CMP-1674,SEO,"Tier 2 City Customers","WhatsApp, Google",Hindi,"Tier 2 City Customers",2025-04-06,2025-04-06,30,23460,3448,1865,860,546100,205,2.1,26.31,0.1470,0.05945475638051044,0.2494,0.23837209302325582,2663.9024390243903
NY-CMP-1675,Email,"Working Women",Facebook,Hindi,Youth,2025-03-22,2025-03-22,11,58988,3614,917,628,211636,211.6,0.59,8.75,0.0613,0.05855008301051466,0.1738,0.33694267515923565,1000.1701323251418
NY-CMP-1676,Influencer,"Premium Shoppers","Instagram, Facebook",Bengali,Youth,2025-05-15,2025-05-15,5,57324,7205,3395,1336,404808,77.69,2.9,20.82,0.1257,0.010782789729354614,0.1854,0.05815119760479042,5210.554768953533
NY-CMP-1677,"Social Media",Youth,"Instagram, Email, Facebook",Bengali,"Tier 2 City Customers",2025-01-07,2025-01-07,23,39301,2732,1061,630,131670,289.34,-0.28,11.25,0.0695,0.10590775988286968,0.2306,0.4592698412698412,455.07015967374025
NY-CMP-1678,"Paid Ads","Working Women","Google, Instagram, YouTube",Hindi,"Premium Shoppers",2025-05-23,2025-05-23,12,70440,9843,3494,2280,984960,123.35,2.5,22.17,0.1397,0.012531748450675607,0.2316,0.054100877192982455,7985.0830968788005
NY-CMP-1679,"Paid Ads","College Students","Instagram, Google, Facebook",English,"College Students",2024-08-08,2024-08-08,7,88689,12594,2797,1283,955835,89.11,7.36,18.8,0.1420,0.007075591551532476,0.1019,0.06945440374123149,10726.461676579509
NY-CMP-1680,"Social Media","Working Women","YouTube, Google, Instagram",English,"College Students",2025-02-25,2025-02-25,21,18520,1103,256,131,72050,1363.01,-0.6,8.05,0.0596,1.2357298277425204,0.1188,10.404656488549618,52.86094746186748
NY-CMP-1681,Influencer,Youth,"Email, YouTube, Instagram",Hindi,"Tier 2 City Customers",2025-04-05,2025-04-05,18,13263,1878,459,247,134121,312.19,0.74,19.48,0.1416,0.1662353567625133,0.1315,1.263927125506073,429.6133764694577
NY-CMP-1682,SEO,Youth,"Email, YouTube, Facebook",Bengali,Youth,2025-05-28,2025-05-28,15,74723,7704,4000,2340,1062360,59.78,6.59,18.79,0.1031,0.007759605399792316,0.3037,0.02554700854700855,17771.16092338575
NY-CMP-1683,SEO,"Working Women","Facebook, WhatsApp, Instagram",English,"Tier 2 City Customers",2025-01-09,2025-01-09,23,73824,6889,4036,1438,849858,184.13,2.21,16.75,0.0933,0.02672811728843083,0.2087,0.12804589707927677,4615.532504208983
NY-CMP-1684,"Paid Ads","Working Women","Email, Facebook",English,"Tier 2 City Customers",2025-01-26,2025-01-26,21,68880,3286,950,337,175240,857.44,-0.39,6.64,0.0477,0.2609373097991479,0.1026,2.54433234421365,204.37581638365364
NY-CMP-1685,"Paid Ads","Premium Shoppers","Google, WhatsApp",Bengali,"College Students",2025-04-02,2025-04-02,16,92052,2420,1013,549,434259,206.53,2.83,4.33,0.0263,0.08534297520661158,0.2269,0.3761930783242259,2102.643683726335
NY-CMP-1686,"Social Media","Working Women",YouTube,Bengali,Youth,2025-03-31,2025-03-31,22,88749,10861,5599,3805,856125,78.03,1.88,22.83,0.1224,0.0071844213240033145,0.3503,0.020507227332457294,10971.741637831603
NY-CMP-1687,Influencer,"Working Women","Email, Instagram",English,"College Students",2024-09-07,2024-09-07,30,75473,3128,1096,505,372690,270.99,1.72,6.27,0.0414,0.086633631713555,0.1614,0.5366138613861386,1375.290601129193
NY-CMP-1688,"Paid Ads","Working Women",Email,Bengali,"Working Women",2024-09-18,2024-09-18,30,57520,3633,815,541,234794,455.37,-0.05,8.67,0.0632,0.12534269199009085,0.1489,0.8417190388170056,515.6114807738762
NY-CMP-1689,"Paid Ads","Working Women",Instagram,Hindi,"Premium Shoppers",2025-02-20,2025-02-20,6,30651,3088,1346,623,183785,103.62,1.85,16.5,0.1007,0.033555699481865285,0.2017,0.16632423756019263,1773.6440841536382
NY-CMP-1690,Email,"Tier 2 City Customers",Instagram,Bengali,"College Students",2025-03-29,2025-03-29,16,27849,800,329,254,178816,1180.11,-0.4,4.97,0.0287,1.4751374999999998,0.3175,4.646102362204724,151.52485785223413
NY-CMP-1691,Email,"Working Women","YouTube, WhatsApp",Tamil,"College Students",2025-02-08,2025-02-08,22,32607,4200,1669,897,566904,186.14,2.4,20.75,0.1288,0.04431904761904762,0.2136,0.20751393534002227,3045.5785967551305
NY-CMP-1692,Email,"Premium Shoppers","Email, Google, Instagram",Hindi,"Working Women",2025-06-15,2025-06-15,10,45944,6214,2213,1609,683825,64.32,5.61,21.84,0.1353,0.010350820727389763,0.2589,0.039975139838408946,10631.607587064678
NY-CMP-1693,"Paid Ads","Premium Shoppers",WhatsApp,Bengali,"Working Women",2024-12-11,2024-12-11,26,50912,3034,1414,1074,737838,48.07,13.29,10.85,0.0596,0.015843770599868162,0.3540,0.04475791433891992,15349.240690659455
NY-CMP-1694,"Social Media",Youth,"WhatsApp, Email",Bengali,Youth,2024-07-19,2024-07-19,23,93166,2018,980,509,267734,267.31,0.97,3.76,0.0217,0.13246283448959364,0.2522,0.5251669941060904,1001.5861733567767
NY-CMP-1695,SEO,"Tier 2 City Customers","YouTube, Email",Hindi,Youth,2025-03-04,2025-03-04,30,57374,1532,337,219,112347,1016.48,-0.5,3.64,0.0267,0.6634986945169713,0.1430,4.641461187214612,110.52553911537856
NY-CMP-1696,Email,Youth,Email,Tamil,"College Students",2024-12-04,2024-12-04,7,40665,2480,615,255,59160,606.97,-0.62,8.24,0.0610,0.2447459677419355,0.1028,2.3802745098039217,97.46774964166268
NY-CMP-1697,Email,"Tier 2 City Customers","WhatsApp, YouTube",Hindi,"College Students",2024-12-17,2024-12-17,24,41505,5415,2839,1184,610944,190.23,1.71,22.74,0.1305,0.035130193905817175,0.2187,0.16066722972972972,3211.60700205015
NY-CMP-1698,"Social Media",Youth,"YouTube, Email, Facebook",Tamil,"Working Women",2024-07-30,2024-07-30,8,99834,3395,1506,954,725994,223.3,2.41,5.86,0.0340,0.06577319587628866,0.2810,0.23406708595387843,3251.204657411554
NY-CMP-1699,Email,"Tier 2 City Customers","YouTube, Email, WhatsApp",English,"Working Women",2025-04-19,2025-04-19,28,28130,969,302,201,134871,802.89,-0.16,5.23,0.0344,0.8285758513931888,0.2074,3.9944776119402983,167.98191533086725
NY-CMP-1700,"Social Media","College Students","Google, YouTube",Tamil,"Premium Shoppers",2024-10-02,2024-10-02,30,11872,1182,578,266,69692,1005.95,-0.74,17.07,0.0996,0.8510575296108291,0.2250,3.781766917293233,69.2797852775983
NY-CMP-1701,Influencer,"College Students",Instagram,English,"Working Women",2025-02-17,2025-02-17,6,96419,2866,1442,536,147936,449.59,-0.39,5.02,0.0297,0.1568702023726448,0.1870,0.8387873134328357,329.04646455659605
NY-CMP-1702,"Social Media",Youth,"YouTube, Google, Instagram",Hindi,"Working Women",2024-08-22,2024-08-22,20,28199,1804,839,512,259584,111.53,3.55,11.19,0.0640,0.06182372505543237,0.2838,0.21783203125,2327.481395140321
NY-CMP-1703,"Social Media","Working Women","YouTube, WhatsApp, Email",Tamil,Youth,2024-12-29,2024-12-29,17,95025,6375,3482,1175,796650,212.81,2.19,11.61,0.0671,0.03338196078431373,0.1843,0.18111489361702127,3743.480099619379
NY-CMP-1704,"Paid Ads","Premium Shoppers","WhatsApp, Facebook",Bengali,"College Students",2024-09-03,2024-09-03,30,83836,4532,1580,600,244800,261.38,0.56,8.01,0.0541,0.05767431597528685,0.1324,0.4356333333333333,936.5674496901064
NY-CMP-1705,Influencer,"College Students","YouTube, Instagram, Email",Hindi,"Working Women",2024-08-13,2024-08-13,25,38961,5841,2641,832,433472,185.01,1.82,23.91,0.1499,0.0316743708269132,0.1424,0.22236778846153846,2342.9652451218853
NY-CMP-1706,Email,"Tier 2 City Customers","Google, YouTube",Hindi,"Working Women",2024-08-22,2024-08-22,23,81008,8639,3199,1891,1431487,75.76,8.99,16.95,0.1066,0.008769533510823012,0.2189,0.040063458487572715,18895.023759239702
NY-CMP-1707,Email,"College Students",Email,Bengali,"Premium Shoppers",2024-09-10,2024-09-10,20,55391,3228,793,385,81620,666.26,-0.68,7.95,0.0583,0.2064002478314746,0.1193,1.7305454545454546,122.50472788400924
NY-CMP-1708,"Paid Ads","Tier 2 City Customers","Email, Facebook",English,"Working Women",2024-11-22,2024-11-22,16,19339,2136,1210,709,365135,261.11,0.97,20.97,0.1105,0.12224250936329589,0.3319,0.36827926657263754,1398.3953123204778
NY-CMP-1709,SEO,"Tier 2 City Customers","Facebook, YouTube, Google",Tamil,"College Students",2024-09-21,2024-09-21,27,47764,1008,366,127,98044,1716.16,-0.55,3.14,0.0211,1.7025396825396826,0.1260,13.513070866141733,57.129871340667535
NY-CMP-1710,"Social Media","Premium Shoppers","Email, Facebook, Google",Bengali,Youth,2025-02-13,2025-02-13,26,91495,2253,843,646,273258,267.41,0.58,4.09,0.0246,0.11869063470927653,0.2867,0.4139473684210527,1021.8690400508582
NY-CMP-1711,Influencer,"College Students","WhatsApp, YouTube, Instagram",English,"Premium Shoppers",2024-10-12,2024-10-12,12,53169,4490,2268,861,344400,324.67,0.23,14.33,0.0844,0.07230957683741648,0.1918,0.37708478513356564,1060.7693966181046
NY-CMP-1712,SEO,"Working Women","Google, Instagram, Email",Hindi,"College Students",2024-08-19,2024-08-19,30,75916,10438,3420,1572,971496,74.37,7.31,20.33,0.1375,0.007124928147154628,0.1506,0.04730916030534352,13063.00927793465
